Video ID,Title,Views,Likes,Comments
hYuXTNA2cyU,World Breastfeeding Week: Why Breastfeed the Baby?,180,5,0
kWyRGtZFdWQ,LICENSING WEEK: Why It Matters!,86,2,0
mrIb7auFDdI,Question of the Week: Why Did God Create Hominids?,8716,466,148
16NSZfYZsEc,Wednesday Week - Why @ The Troubadour (Earle Mankey Appreciation Night,711,18,1
fPG5bn5xWm0,"I hit the gym 6 days a week, why am I not growing? #shorts",12879,272,9
HyDJ8W9M5pw,Mock the Week - Why don't they hoover the Great Wall of China?,1859,10,0
eKBKhZgivNQ,HIV Testing Week - Why I test.,42,2,0
h8uGWS8-IUw,"Nurses Week — Why I Became a Nurse: Philip Amante, RN",401,6,0
GcHwwBQ1XKo,Why Week: Why is Snow White Given Snowflakes are Clear,135380,2526,285
jUCa5dqkkjM,The sad story of Sporus #history #rome,2355206,151885,3201
_1z_jnd8AeE,Why Japan Banned Guns & Christianity! | Roy Casagranda,3797030,181394,1804
Aqtz22JzHms,The Rise of Super Advanced Humans | Ancient Aliens,59318,1531,200
IV3dnLzthDA,The Man Who Accidentally Killed The Most People In History,37433169,882152,45341
OnG8Qi5gAIQ,The statue of Molly Malone #history #art,3652986,206008,4791
yjmp8CoZBIo,One Direction - History (Official Video),456869632,5546898,438559
1l8YQuyjWks,Why So Many Ancient Civilizations Collapsed At The Same Time,1177408,13072,1429
NKsQfckKuwY,Interstellar Secrets of Ancient Civilizations | Ancient Aliens,662834,4845,418
OcF3sAZ7P0M,"History of Ancient England (40,000 BC - 410 AD)",105721,2913,373
2JKdim2WMVI,A Dad's Destroyed Legacy: King George IV | Worst Kids in History #shorts,5319846,477972,1256
RBfwJv9zosc,Art by Franz von Stuck #history #art,1163152,131985,1266
hxdSr03ULdM,The ENTIRE History of the United States of America | 4K Documentary (USA US) [Full Movie],831573,14241,1060
fLn465Qee80,Roman Emperors Fratricide | Worst Kids in History #shorts,1345660,166656,447
pwwxl5_wMKU,It was an eventful funeral #history #rome,354621,41177,344
Wybawp-vEL4,The Frightening Pagan History of Halloween | Full Special,817888,14762,789
JlIQP60FAO0,"Secret Pyramids Hide Beneath Earth's Surface | Ancient Aliens: Declassified (S1, E16) | Full Episode",2165591,10673,778
Ny8goRpoi7c,Princess Khutulun! #history #art,1480715,200049,1744
7lUpx0FCw1c,Evolution of Malaysia #shorts #history #geography,664098,0,1216
sBCPAcLGo0E,History's Most Badass World War Officer,1862695,118796,642
gcM9TaPkn_c,The Entire History of Russia,548897,7721,733
fcNziOxaboM,Hidden secrets about the Revolutionary War. #ninjasarebutterflies #podcast #history,6575864,217184,5408
-7WmdXADedM,Photos from #history that will give you chills #historybuff #history #historyfacts #historyphotos,2042174,101458,439
RX3xsmttaeI,"‘Full throttled attack on Black leadership’: Hegseth, Trump purge black military history at DOD",109048,3264,1895
HVz6luFlsOg,History’s Timeline Doesn’t Make Sense?? #shorts #timeline #weird #history #interesting #ypr,10083787,743613,3917
8S3d8EhHy74,1922 - 1991: The Complete History Of The Soviet Union,689985,9052,568
vK6fALsenmw,History Professor Answers Dictator Questions | Tech Support | WIRED,1560680,98709,14167
K7lb6KWBanI,The Greatest General in History? Alexander the Great (All Parts),23951456,267498,28929
gLgSEv583og,The Entire History Of Jerusalem,844330,11538,2222
zKjzZzwS8VM,Strongest Countries in 1960 #history #military,221480,13329,193
6USeiuB7KR0,The Cruelest Punishment in History 😳 #shorts,17541915,1002316,2786
qL_5wO-E7gI,[ Evolution of Philippines ] 🇵🇭 (Extended Version) #history #geography #philippines,375876,18218,288
xuCn8ux2gbs,"history of the entire world, i guess",174956661,6044793,407815
ha1NneZGm7A,The ENTIRE History of Human Civilizations | Ancient to Modern (4K Documentary) [Full Movie],7370997,85334,4633
5JfcL0vj3BY,Darkest Moments In TV History,10782275,796424,6314
IFNrKCJAHzE,Most Epic Rivalry In History | Richard the Lionheart vs Saladin,113826,6789,612
oY3z5samcGU,Dumbest Fashion Trends In History,8462464,624255,2424
ueczqxUhCaU,A Brief History of Argentina #maps #history #historymap,549416,15108,74
H1D5oE1lGDs,Say goodbye to privacy! #history #rome,10439583,605875,5941
FHB8Bn3tYdY,The Sizes Of History,19407170,1637593,12888
QsuxVSz5eOQ,History is ❤,262779,22699,583
bpAeiqUtNh0,History's Dumbest Duels: Artist vs Critic | Extra History #shorts,2896197,323261,1348
sC5B8UcgaWo,Victorian Abstinence Crackers | Weird Dudes in History #shorts,5611347,515863,1660
hIMIsbLodzM,History Is Accumulating,18287566,1368564,22011
FTrbHDCQUCE,The Entire History of the American Civil War  - ALL EPISODES,576492,6613,982
_dnEq_ABcUk,The story of Scheherazade #history #art #painting,3008621,255384,2353
yu4-Xy3I-iU,scary facts about Queen Elizabeth l #history #art #painting,288542,10947,113
0SGYDlktMJU,Fairy King Goodwin Wharton | Weird Dudes in History #shorts,2246042,274923,975
UUOD6fI9o1k,Pharaoh Hatshepsut #history #art #egypt,1060460,142082,695
xGr3Dox9Eh4,That Time the US Bombed Montana | Extra History #shorts,3665276,359941,1075
ZbT62jPfmFE,The story of the Danaides #history #art #painting,6563659,515282,4275
M9SlurdLyPs,DIY Mini Makeup for Dolls,22471652,606446,368
km_YvOe7Mno,Tiny Big Mac Meal 🍔🍟 @TastemadeJapan,96152249,3830154,16585
eE5TJKZ0-jg,World's Smallest Pasta,124195957,4465678,14599
HJBXlYlBzco,🌸🍭🌸#diy #mini #slime #candy 🔮🍬🔮#kawaii #squishy #cute #ideas #art #clay #craft #easy #make🍄,40055815,974625,749
Q9YSt9KuPZM,Homemade Miniature Boba Tea with Tapioca Pearl | Sweet Bubble Tea Recipe by 'Miniature Cooking',9224703,36579,1266
b79-GMvjDqs,"65 DIY MINIATURE REALISTIC HACKS AND CRAFTS : MAKEUP, SCHOOL SUPPLIES, MINI FOOD AND MORE DIY CRAFTS",15452239,114312,2152
ot_ZbysGODY,Making MINI MAKEUP! 😱💄🪞 *back to school hack*,8352787,181569,564
NV-fJLVD6gA,20+ Miniature Crafts That Are So Adorable! 😍 Best Tiny DIYs You Can Make At Home,1292377,4860,194
1cqDq4fiIWk,How to make a beautiful small kite at home || Diy small kite || Breezy Kites ||,171,4,2
JXqzT9JW1YI,DIY how to make small dairy ll mini note book ll cute notebook ll 😘🥰,12224729,277049,1752
QCQ27MjYl0g,DIY Mini Diary 📖 #Shorts #diy #minidiary,88865,1236,14
N8k1tDlPS2Y,Unique Way to Make a Small Clay Pot,12479858,0,29
6gfyixm9ZvU,Homemade Small Car 🤠 Easy to make ❤️  #diy #shorts #diycar,247108,4152,19
Yae1o7HvyA0,How To Make Small Eyes Look Bigger,14069543,313175,4142
hNKMMycUZAo,Use small bottle caps and clay to make a few floating boats for children to play with! Kindergarten,193801618,2688336,0
To6oQp23qCA,Micro Crafting ?! How Small Can We Make Stuff | Making Mini Mini Stuff,277602,11581,66
y5lL-l01ujA,This house will make you so small 😲,21282199,879621,2926
m9K_1nfijHY,"Even small things can make someone smile,…😍♥️ #azmaik #reality #humanity #hearttouching #kindness",213591542,6854481,13935
0N37bfSO3v0,5 small things that make your gaming setup better #carterpcs #tech #techtok #techfacts #gamingpc,672050,61692,564
0jz7H0lHcSo,⬆️ Watch Full Tutorial - How to Make a Small Double Bow,177193,3985,45
-0ThaErrebc,🤩easy & cute🌱 #diycraft #youtubepartner #miniplant #miniature  #easydiy #plant #paintellectualpriya,2632816,77686,142
YTQq9_UeSsg,how small can you make the player's hitbox?,6966265,364155,527
Y-0iLYI5FoE,THREE ways to make a small room look bigger 🙌 Stay tuned for part three aka the reveal 🤩,104235,3337,50
gLqvyva7-j8,How to make your small house look bigger!👀,44066,1660,24
sjt5G3YPjmY,Small Businesses CANNOT Afford to Make This Mistake,165268,4392,224
hrHOdZnEeWs,Tfw when everything I make is small in his hands #doll #custom #pollypocket #dollartist #artist #bjd,2363432,174203,1042
9jNJUy33t6M,How to make small sneakers fit bigger *EASY*,323210,9384,116
9FO1q1TgjTs,How to make a Small Character on Roblox For 100% Free! Roblox Free Small Avatar.,933334,58868,556
aTshu0e_-r0,How to make SMALL TALK with ANYONE,27970,1653,59
KOKzpGI7Qx8,"Easy way to make eyes look bigger ,how to make small eyes look bigger with makeup #shorts #eyemakeup",11069,0,1
v6m79y2ULtA,🔥 POCKET OPTION STRATEGY 2025 - HOW TO MAKE MONEY WITH A SMALL ACCOUNT ON YOUR PHONE,2950,1401,291
FtH_T4GiJWI,Small tip to make your room more Downtown Girl aesthetic,1042354,53688,473
X2Rxqq7sAy8,How to make this cute small avatar in roblox! (Around 700 rbx),294850,5633,130
3ltvenzDSBc,📈 POCKET OPTION SMALL ACCOUNT SECRETS – MAKE MONEY ON POCKET OPTION FAST,2311,985,698
JIFZPefiCSI,Let's make this large sofa work in this small room!,1007124,70510,364
PYESOxi6AFU,How Small eBay Sellers Will Make BIG Money in 2025,57242,3852,471
zxBv4WrY4ZE,How to Make a Small Prime Rib Roast,128028,3304,34
diArI5v6cN8,a short tutorial on how to make a small dragon puppet #paperdragon #dragonpuppet #shorts  #paperart,99275,0,70
H3MfmrqQBmQ,These old SMALL BLOCK vortecs can make 500-700hp easily!,720089,40328,1125
xuCS1cu3I-o,How To Make Mini Balloon Garland - Small Clusters - Mini Chain Rope Garland using 5 inch Balloons,137039,3398,81
G9ldychqWJ8,HOW TO MAKE ORIGAMI TRANSFORMING BOX FOR SMALL ITEMS | DIY COOL ORIGAMI BOX FOR PAPERCRAFT EASY,2994410,61064,547
xrjprS41dbc,Make small steps - Jordan Peterson,149229,12605,76
EE416u6JqRA,"You can make a beautiful awning boat with a small piece of paper, take your children to try it! Kin",214168014,2895461,0
Lqi2eJV-5_0,Easiest way to Make Small Drawers - Woodworking,1123151,23779,434
6Up2qFpx3K8,How to Make Wine at Home | Small Batch Wine,66252,1703,104
2P0nTbGOUNQ,Small Laundry Room Make Over! #shorts #diy #laundryroomorganization,116332,3719,53
JX-TLUIc848,Want to make your small apartment look bigger? Paint your walls and trim with light colors! #shorts,7193,119,3
Iaw7YfE49-k,Small CNC machining tools- Good tools and machinery make work easy,259655,3724,61
ekZhx4Y2RfY,Make A Small Bathroom Feel Bigger with Tiles,121711,4004,17
elaCTolKBXU,Let’s Make A Scrunchie Together 🌸🪡🧵 Small Family Business #handmadewithlove #scrunchiesquad,563605,24747,838
1uSwiNaCN5I,Trick Time's Best Poker Hands & Biggest Pots!,26253,347,49
x2Nr-f02AUY,Trick To Always Remember Your Times Table (6 to 10),4769991,58937,2190
8heTV_n4u9I,How long do trickshots take?,713582494,16633857,20010
q0vAik-6UQo,The Magic Arm Twister Trick 😱,3717378,53987,948
i8_nWY-DcxA,Trick Time And Mariano Get Into Bluffing WARS,15839,233,39
ZahQSjc64B0,Levitation Trick Explained 😨,33632651,1311046,5862
CMzNPQMsgnI,Down $200K to Even?!? Trick Time is a Beast,74784,1092,141
VemMPuJzskE,They're found a trick to win the game #squidgame #shorts,90364573,2126620,1722
0ZtMK6py6ls,"Welding Tricks You Didn't Know!💥""Perfect Welds Every Time! Surendra RK Shows How🔥#Shorts",401,12,0
v1Ih3-mDPUk,How to Easily Memorize the Multiplication Table I Math Tips and Tricks with Art Benjamin,4892111,58938,3965
LEHYr0XfSyI,Clock Aptitude Reasoning Tricks & Problems - Finding Angle Between The Hands of a Clock Given Time,468989,4752,238
XUhbDZ4jwCQ,"White Supremacy: Same Dog, Same Tricks-Time to Change the Training | Russell Ellis | TEDxSUNYGeneseo",1030020,38036,4613
dkWvwUheqfY,"Multiplication Tricks for Kids | Multiplication by 0, 1, 2, 5, 9 and 10 | Times Tables Tips",341757,2635,0
VNq_IwPILl0,SAMURAI funny video 😂😂😂| Time Warp Scan July 2022 Part 72 #shorts #tiktok #samurai #timewarp,1278088,43003,99
eCw1qUt1_OM,"TIME AND DISTANCE LATEST PYQ'S 2024  WITH BEST SHORT TRICKS FOR ALL BANK, SSC, RRB AND OTHER EXAMS",12641,888,41
xlbE3qY02yE,"Tips, Techniques, & Tricks to Pass Your Driver's Test First Time",369408,9436,1073
IaPLLZ3bPwo,New WhatsApp Trick⚡️⚡️⚡️ #Shorts #Tricks,5314959,305619,676
3909v4madgg,"$110,000 With Only 3 Outs?!? Trick Time is SAVAGE",69295,786,175
1FsEr8owBOc,Time Management - 10 Productivity Tips and Tricks That Work,227935,4813,206
zUE59CNlFsI,Time and Work Problems - Shortcuts and Tricks,504385,9084,389
1m5tHo_AfKg,Learn 1 to 100 Times Multiplication Tricks | Easy and fast way to learn | Math Tips and Tricks,241263,3276,0
beeNMoXuxPg,Top 20 Google Maps Tips & Tricks: All the best features you should know!,2209775,36038,1034
lvpv3d22GWk,"RRB NTPC Maths Classes 2024-25 | Time, Speed & Distance (Theory +Question) | Maths by Sahil Sir",21967,2163,39
W91-jAQ2ijM,Track in Time (Piano Version),3016456,34571,0
zwgaTYOx0RI,Beat Any Escape Room- 10 proven tricks and tips,32858301,538748,12792
Y2VlTpe4srk,10 Mind Tricks to Learn Anything Fast!,6388224,168882,3017
ZbJosOEdXC4,time and work | time and work tricks | #shorts #short #shortvideo #viral,1317743,57200,452
liD5iyG5r1w,How To Improve Pop Time Quickly!  (Baseball Catching Tips & Tricks to Drop Your Pop!) ft. Leo Rojas,106465,1824,38
Ht35zbH54v0,This Trick Is So Cool! 😲,1104386,57529,318
FTp_Rmg4oqY,✨ 12 Magical Excel Tips & Tricks to Save Time (2025),494,59,2
ohbtvcrxEtQ,10 Tips and Tricks that Save Time in Survival Minecraft,446263,12731,280
0ccX34z2sOM,"FIRST TIME DISNEYLAND GUIDE! Tips, Tricks, and EVERYTHING you need to know + MUST DO’S in 2022",423796,7373,375
ShdRyZDFx4U,How to Read When You Hate Reading - 5 Tips and Tricks,973834,50095,1330
bGA1fooBw3Q,"RRB NTPC Maths Classes 2024-25 | Time, Speed & Distance (Theory +Question) | Maths by Sahil Sir",26606,2404,54
EyCqHI10hSE,How Long Do Trickshots Take?,90700886,1777640,1264
yc2oa2Gj16o,Easy Skate Tricks For Beginner Skaters!,1622293,105112,565
2TKOyxY2DW4,📆 Google Calendar Tips and Tricks,587633,10615,347
y3cR5s6BL5M,Cheap Tricks | It's Wrinklin' Time (VFX Tutorial),387696,10449,251
Waeaaz7rWLI,I will make YOUR hand FREEZE!🥶❄️#magic#trythis,10084252,404683,33711
oBIEPH3nNDI,Dennis Kuo - Track in Time - Piano Cover (Tutorial),145344,3397,58
e4A7LP92KUk,EASY How to WindBomb in 35 Seconds | Zelda BOTW Tricks,341620,5065,375
07XKX_FSQsM,10 Advanced Mario Kart 8 Deluxe Tips and Tricks to Take you from Zero to Hero!,927661,20002,478
w_tIn3BGGPM,IELTS Reading Tips and Tricks | How I got a band 8.5,3350341,64697,1505
iQhXE6mPTiM,🔴 Live POCKET OPTION TRADING | Pocket Option App | Pocket Option | Binary Options #livetrading,17440,1503,0
8l31j1IsHDQ,A card trick you can do RIGHT NOW,3222433,128749,360
iBDc1PKuFtE,"Dying Light 2 20+ CRITICAL Tips and Tricks! (Night, Combat, Crafting and more!)",181897,3683,342
dOOWhfdYU_4,Geological time scale chart made easy with tricks | memorize geographical time scale in 5 minutes,736993,18559,735
FqYzoBpVgko,Learn 12 to 20 Times Multiplication Tricks | Easy and fast way to learn | Math Tips and Tricks,324510,5443,0
0Nf9o3zMEt8,8 TIPS & TRICKS FOR SLITHER.IO,113124,1081,98
eIL_P_wOrUE,NEVER MISS LAYUPS AGAIN: Layup Aiming Tricks and Tips,1057149,31989,368
kxcArWGAZQY,Things 11yr olds can make and sell to make money ✨....small business idea,146368,0,130
uYTfSPy_5kk,"World Health Day 2024: My health, my right",29980,470,17
5o93AtRdt00,What is World Health Day? | World Health Day for Kids,11556,66,0
H6IZypBQ8nA,WHO: How safe is your food? World Health Day 2015,23002,69,5
do8mqz6XmTE,World Mental Health Day PSA: Focus on depression,286096,1717,6
KE6-vDr_nIY,Are You Okay? | How to take a mental health day,5764,54,4
z9iYMFJhgsA,What I eat in a day aka eating the heathy & colorful rainbow 🌈 #healthy #whatieatinaday,18219616,714433,2893
WcVOdMuIvO8,World Oral Health Day,155,0,0
IgDdlkcDXKg,Low Mental Health Day #mentalhealthawareness #mentalhealth #depression,455898,31633,316
iF2iYg2qtnA,"2025 Oral Health Day marked under the theme ‘A happy mouth, a happy mind’",150,3,0
UhwZWtiaQNw,World Oral Health Day 2022 - Be Proud of Your Mouth for your happiness and well-being,9366,87,3
3x6-T6y9TN4,World Mental Health Day | What to know,7808,147,8
CyRJ2ZcC07M,"Universal Health Coverage: everyone, everywhere",28104,150,7
RpAzrQdOGYA,Need a mental health day?,5187,68,10
1n4ha_jVOpk,World Health Day 2021,1423,33,28
hsRdG_bmAdc,World Health Day: Support nurses and midwives,15319,331,251
fz0teI2rW3A,World Health Day Feature,31975,9,0
kF7_Li1R7TU,World Health Day 2021: A Look At Campaign #BanegaSwasthIndia's Journey,1193,21,0
IPq3R96f-Tg,"Using sick time for a 'mental health day?""",3659,47,5
ZKybUyhd_uw,World Oral Health Day 2023,3012,26,0
jXO8-4EQh7I,Happy World Mental Health Day! | Dr. Daniel Amen,8813,554,15
iiTX-rAeatc,"This World Mental Health Day, let’s #HearTheSilence",294987,5147,0
MlKBRsk56ho,UN chief on World Health Day 2020,26357,180,29
v0EV_6UPZmA,Preventing suicide: World Mental Health Day 2019,51128,445,14
ROx5NXwa0wI,World Health Day: Diabetes is a Global Issue,1382,9,0
pefN8HRQ1Uc,World Health Day 2024 [My Health My Right] Celebrated on 7 April | My Duties |,22788,341,18
9OClhwQlUAI,Advice for Students on World Mental Health Day,511,25,1
RSab1p2Hq3o,World Mental Health Day a reminder to check in with others,1065,11,2
ODzt_LhvUEA,This World Health Day #DoTheDifficult,940045,47,2
DijWErm_wwU,WHO: World Health Day 2011 - Combat Drug Resistance,5786,16,1
Q5NFdq6eR3M,World Health Day,297,17,0
IwR3TljxVuA,7 Actions To Take This World Mental Health Day,14374,124,7
KjGxCZfcBQc,World Health Day | 2023 theme: 'Health for all',332,1,1
FBpdq8Ziw5E,The Students' Union at UWE Presents: World Mental Health Day | Amber Cowburn | TEDxUWE,3517,76,2
5iNThXc0do4,World Health Day 2022 – Our Planet and Our Health,18759,285,2
ZmV9wQoAvHo,"Our planet, our health - World Health Day 2022",51941,832,29
yxD_11j-1PQ,Dr. Saurabh Bhargava on the Importance of Good Health | World Health Day,598,12,0
bj_pb7or3Po,World Health Day | PSRI Hospital,140,4,0
o1Kszw-TuGg,WHO-EMRO: Dr Ala Alwan Regional Director message for World Health Day 2015,1203,10,5
pRbZDwfUKHg,World Health Day Solidarity Chain,8020,74,4
aA0qbMGoX6w,Boss's Response To Employee Taking Mental Health Day Goes Viral,722,7,0
QBQOrSbCeJ4,Mental Health Day Off,2476,68,2
1ZTw-arnj9s,Health is a right - World Health Day 2018,828,2,0
-3PeKrlo_VU,WHO: World Health Day 2016 - Stay super: Beat diabetes,12863,63,6
9mciIxJGgfg,WHO: Food safety - Announcement of World Health Day 2015,5815,24,1
Ymo2cBUeybE,What people think dieting is Vs what it can be! #fitness #health #diet,3628992,92768,258
-1W7bS3PzuM,"When We Give Together, We Grow Together – National Child Health Day",586,3,0
TXOHU5prTvo,Depression Treatment Is Focus of World Health Day,1440,24,21
dkZtfDOF5dg,Take care of your mouth this World Oral Health Day,3241,18,1
9Gyd_FfSxq4,Celebrating World Mental Health Day,3077,143,9
C_jRM25g7tc,World Mental Health Day with Rick and Kay Warren,9328,114,8
o7W7OvETO40,Greatest Sports Moments,34561623,386355,7628
